"Time Sec","Position mm","100 kN kN","Cycle"
0.,46.4344,0.476837E-3,1
0.02,46.4221,-0.0187039,1
0.04,46.4019,-0.0177383,1
0.06,46.3813,-0.0395596,1
0.08,46.3602,-0.0610828,1
0.1,46.3412,-0.087744,1
0.12,46.3226,-0.148851,1
0.14,46.2991,-0.183427,1
0.16,46.28,-0.130963,1
0.18,46.2624,-0.14329,1
0.2,46.2403,-0.157756,1
0.22,46.2198,-0.159532,1
0.24,46.2011,-0.148064,1
0.26,46.1814,-0.144333,1
0.28,46.1586,-0.157583,1
0.3,46.1398,-0.158197,1
0.32,46.1205,-0.146931,1
0.34,46.1002,-0.143415,1
0.36,46.0788,-0.140971,1
0.38,46.0593,-0.143296,1
0.4,46.0401,-0.143635,1
0.42,46.0182,-0.150353,1
0.44,45.9981,-0.14742,1
0.46,45.9795,-0.148141,1
0.48,45.9589,-0.154245,1
0.5,45.9383,-0.144821,1
0.52,45.9196,-0.154185,1
0.54,45.8981,-0.15412,1
0.56,45.8792,-0.138992,1
0.58,45.8592,-0.152397,1
0.6,45.8384,-0.145006,1
0.62,45.8194,-0.156802,1
0.64,45.7996,-0.149602,1
0.66,45.7788,-0.147069,1
0.68,45.7578,-0.15257,1
0.7,45.7385,-0.146848,1
0.72,45.7178,-0.153172,1
0.74,45.6967,-0.157022,1
0.76,45.6788,-0.146061,1
0.78,45.659,-0.147516,1
0.8,45.6373,-0.134546,1
0.82,45.6172,-0.159043,1
0.84,45.5993,-0.149918,1
0.86,45.5782,-0.147158,1
0.88,45.5569,-0.149566,1
0.9,45.5395,-0.141865,1
0.92,45.5177,-0.154918,1
0.94,45.4964,-0.150734,1
0.96,45.4776,-0.138575,1
0.98,45.4575,-0.135499,1
1.,45.4383,-0.150657,1
1.02,45.4173,-0.157648,1
1.04,45.3983,-0.130385,1
1.06,45.3774,-0.150818,1
1.08,45.357,-0.155634,1
1.1,45.3373,-0.142509,1
1.12,45.3172,-0.14385,1
1.14,45.2953,-0.148135,1
1.16,45.2764,-0.134718,1
1.18,45.258,-0.143594,1
1.2,45.2365,-0.143379,1
1.22,45.216,-0.158101,1
1.24,45.198,-0.143176,1
1.26,45.1757,-0.144184,1
1.28,45.1573,-0.147718,1
1.3,45.1372,-0.160098,1
1.32,45.1168,-0.153041,1
1.34,45.0975,-0.149333,1
1.36,45.0776,-0.13743,1
1.38,45.0567,-0.163901,1
1.4,45.0361,-0.151217,1
1.42,45.0177,-0.137496,1
1.44,44.9962,-0.155103,1
1.46,44.9765,-0.138974,1
1.48,44.9577,-0.153351,1
1.5,44.9367,-0.137442,1
1.52,44.9168,-0.160986,1
1.54,44.8964,-0.14782,1
1.56,44.8766,-0.140882,1
1.58,44.8564,-0.144506,1
1.6,44.8354,-0.156105,1
1.62,44.8179,-0.143796,1
1.64,44.795,-0.145739,1
1.66,44.7759,-0.132823,1
1.68,44.7566,-0.139546,1
1.7,44.7373,-0.151443,1
1.72,44.7158,-0.155681,1
1.74,44.6963,-0.143421,1
1.76,44.6773,-0.144804,1
1.78,44.6548,-0.144732,1
1.8,44.637,-0.137973,1
1.82,44.6181,-0.148094,1
1.84,44.5943,-0.143754,1
1.86,44.5769,-0.149411,1
1.88,44.5563,-0.143355,1
1.9,44.5366,-0.130534,1
1.92,44.5155,-0.144231,1
1.94,44.496,-0.138235,1
1.96,44.4774,-0.134856,1
1.98,44.4564,-0.145084,1
2.,44.4363,-0.136942,1
2.02,44.4169,-0.146025,1
2.04,44.3942,-0.145733,1
2.06,44.3759,-0.137806,1
2.08,44.3578,-0.134856,1
2.1,44.3353,-0.135225,1
2.12,44.3147,-0.144339,1
2.14,44.2956,-0.151533,1
2.16,44.2751,-0.146872,1
2.18,44.2549,-0.141823,1
2.2,44.2354,-0.138646,1
2.22,44.2162,-0.145113,1
2.24,44.1943,-0.147402,1
2.26,44.1768,-0.14292,1
2.28,44.1557,-0.130343,1
2.3,44.1358,-0.138658,1
2.32,44.1172,-0.142395,1
2.34,44.0959,-0.155729,1
2.36,44.0751,-0.146782,1
2.38,44.0559,-0.141531,1
2.4,44.0349,-0.126284,1
2.42,44.0172,-0.12393,1
2.44,43.994,-0.146836,1
2.46,43.9755,-0.132674,1
2.48,43.956,-0.139129,1
2.5,43.9341,-0.138563,1
2.52,43.9164,-0.146729,1
2.54,43.8968,-0.146621,1
2.56,43.8751,-0.146216,1
2.58,43.8559,-0.136,1
2.6,43.8366,-0.125188,1
2.62,43.8173,-0.129086,1
2.64,43.7937,-0.138861,1
2.66,43.7768,-0.137943,1
2.68,43.7557,-0.122684,1
2.7,43.7351,-0.118136,1
2.72,43.7173,-0.126714,1
2.74,43.6972,-0.125867,1
2.76,43.6765,-0.132692,1
2.78,43.6542,-0.136203,1
2.8,43.6348,-0.114989,1
2.82,43.6157,-0.125706,1
2.84,43.5946,-0.145209,1
2.86,43.5761,-0.125903,1
2.88,43.5565,-0.117737,1
2.9,43.5333,-0.138497,1
2.92,43.5158,-0.132591,1
2.94,43.4959,-0.118583,1
2.96,43.4751,-0.121272,1
2.98,43.4537,-0.127447,1
3.,43.4351,-0.136518,1
3.02,43.4169,-0.113195,1
3.04,43.396,-0.119233,1
3.06,43.3753,-0.124115,1
3.08,43.3559,-0.128591,1
3.1,43.3355,-0.123614,1
3.12,43.3151,-0.114882,1
3.14,43.2968,-0.107265,1
3.16,43.2758,-0.131971,1
3.18,43.2547,-0.131214,1
3.2,43.2357,-0.113189,1
3.22,43.215,-0.105113,1
3.24,43.1948,-0.112545,1
3.26,43.176,-0.117022,1
3.28,43.1537,-0.126934,1
3.3,43.137,-0.113153,1
3.32,43.115,-0.111431,1
3.34,43.0943,-0.105649,1
3.36,43.0755,-0.105757,1
3.38,43.0574,-0.10367,1
3.4,43.0349,-0.121552,1
3.42,43.0139,-0.109166,1
3.44,42.9961,-0.099653,1
3.46,42.9757,-0.114143,1
3.48,42.9546,-0.116575,1
3.5,42.9363,-0.109243,1
3.52,42.9157,-0.094837,1
3.54,42.8948,-0.0997663,1
3.56,42.8765,-0.105375,1
3.58,42.8566,-0.0998259,1
3.6,42.8345,-0.104094,1
3.62,42.8161,-0.100011,1
3.64,42.7966,-0.0961542,1
3.66,42.7738,-0.10249,1
3.68,42.7545,-0.100082,1
3.7,42.7369,-0.100029,1
3.72,42.7154,-0.100112,1
3.74,42.6936,-0.0962555,1
3.76,42.676,-0.0942707,1
3.78,42.656,-0.100988,1
3.8,42.635,-0.100845,1
3.82,42.6158,-0.0994921,1
3.84,42.5974,-0.0958085,1
3.86,42.5752,-0.0995517,1
3.88,42.555,-0.102431,1
3.9,42.5364,-0.0993907,1
3.92,42.5151,-0.0967562,1
3.94,42.4936,-0.096494,1
3.96,42.4763,-0.0991702,1
3.98,42.4571,-0.0972748,1
4.,42.4337,-0.0986338,1
4.02,42.4166,-0.0977635,1
4.04,42.3965,-0.0855327,1
4.06,42.3753,-0.0894606,1
4.08,42.3552,-0.104284,1
4.1,42.3351,-0.100183,1
4.12,42.3149,-0.0992298,1
4.14,42.2946,-0.0913799,1
4.16,42.2759,-0.0860333,1
4.18,42.2562,-0.089252,1
4.2,42.2351,-0.100362,1
4.22,42.2156,-0.0976384,1
4.24,42.1954,-0.0990629,1
4.26,42.1751,-0.08533,1
4.28,42.1573,-0.0910401,1
4.3,42.1356,-0.0935614,1
4.32,42.1152,-0.0888526,1
4.34,42.0947,-0.0889599,1
4.36,42.0769,-0.0829875,1
4.38,42.057,-0.0891566,1
4.4,42.0345,-0.0875652,1
4.42,42.0159,-0.092262,1
4.44,41.9962,-0.0764906,1
4.46,41.9751,-0.0841618,1
4.48,41.9558,-0.0868976,1
4.5,41.9372,-0.0848472,1
4.52,41.9162,-0.0827909,1
4.54,41.8925,-0.0829279,1
4.56,41.8773,-0.0850141,1
4.58,41.8566,-0.0840068,1
4.6,41.834,-0.0882149,1
4.62,41.8161,-0.0845432,1
4.64,41.7954,-0.0762224,1
4.66,41.775,-0.0788152,1
4.68,41.756,-0.0729501,1
4.7,41.7369,-0.0782609,1
4.72,41.7161,-0.0824511,1
4.74,41.6933,-0.0888705,1
4.76,41.6765,-0.0780404,1
4.78,41.6562,-0.0711739,1
4.8,41.6347,-0.0848532,1
4.82,41.615,-0.0755012,1
4.84,41.5955,-0.0781834,1
4.86,41.5751,-0.074625,1
4.88,41.5557,-0.0797272,1
4.9,41.5362,-0.0734627,1
4.92,41.5139,-0.0784695,1
4.94,41.4948,-0.0819802,1
4.96,41.4769,-0.0757933,1
4.98,41.4562,-0.0801802,1
5.,41.434,-0.0778615,1
5.02,41.4169,-0.0751376,1
5.04,41.3964,-0.0759542,1
5.06,41.3763,-0.0697672,1
5.08,41.3549,-0.0799418,1
5.1,41.3358,-0.0769556,1
5.12,41.3173,-0.07267,1
5.14,41.2946,-0.077492,1
5.16,41.2751,-0.0697315,1
5.18,41.2566,-0.0825584,1
5.2,41.2352,-0.0744939,1
5.22,41.2157,-0.0790536,1
5.24,41.1964,-0.0713646,1
5.26,41.1749,-0.0739992,1
5.28,41.1544,-0.0756323,1
5.3,41.1349,-0.0843525,1
5.32,41.1174,-0.0708282,1
5.34,41.0964,-0.0767231,1
5.36,41.0738,-0.0784457,1
5.38,41.0568,-0.0782669,1
5.4,41.0365,-0.0756443,1
5.42,41.015,-0.0623763,1
5.44,40.9936,-0.0715673,1
5.46,40.976,-0.070858,1
5.48,40.9559,-0.07478,1
5.5,40.9337,-0.0784278,1
5.52,40.9159,-0.068897,1
5.54,40.8963,-0.0659049,1
5.56,40.8748,-0.0767171,1
5.58,40.8546,-0.067997,1
5.6,40.8361,-0.0575304,1
5.62,40.8143,-0.0768006,1
5.64,40.7951,-0.0735939,1
5.66,40.7768,-0.0653327,1
5.68,40.7564,-0.069344,1
5.7,40.735,-0.0747859,1
5.72,40.717,-0.0692546,1
5.74,40.6945,-0.0696301,1
5.76,40.6755,-0.0694394,1
5.78,40.6557,-0.0750899,1
5.8,40.6356,-0.0668228,1
5.82,40.6156,-0.0738323,1
5.84,40.595,-0.0702262,1
5.86,40.576,-0.0696301,1
5.88,40.555,-0.0728667,1
5.9,40.5352,-0.0657797,1
5.92,40.5168,-0.0648558,1
5.94,40.4952,-0.0638962,1
5.96,40.4745,-0.0735343,1
5.98,40.4567,-0.075841,1
6.,40.4358,-0.0698209,1
6.02,40.4148,-0.0682235,1
6.04,40.3951,-0.0721097,1
6.06,40.3756,-0.0707984,1
6.08,40.3554,-0.0706792,1
6.1,40.3342,-0.0647426,1
6.12,40.3173,-0.0672221,1
6.14,40.2959,-0.0699461,1
6.16,40.2742,-0.0801802,1
6.18,40.2562,-0.0714839,1
6.2,40.2348,-0.0688732,1
6.22,40.2149,-0.0732899,1
6.24,40.1969,-0.07146,1
6.26,40.1765,-0.0682175,1
6.28,40.1556,-0.0687182,1
6.3,40.1351,-0.0707328,1
6.32,40.1159,-0.0662506,1
6.34,40.0952,-0.0596643,1
6.36,40.0755,-0.0701785,1
6.38,40.056,-0.0636995,1
6.4,40.0358,-0.0682235,1
6.42,40.0154,-0.0695825,1
6.44,39.9952,-0.0684083,1
6.46,39.9765,-0.0675261,1
6.48,39.9565,-0.0641942,1
6.5,39.9354,-0.0709474,1
6.52,39.9166,-0.0754893,1
6.54,39.8954,-0.0632703,1
6.56,39.8754,-0.0693202,1
6.58,39.8559,-0.0757635,1
6.6,39.8359,-0.0660121,1
6.62,39.8155,-0.0650406,1
6.64,39.7946,-0.0691473,1
6.66,39.7766,-0.0611782,1
6.68,39.7559,-0.072211,1
6.7,39.7345,-0.0556886,1
6.72,39.7169,-0.0584364,1
6.74,39.6949,-0.0687301,1
6.76,39.6762,-0.0680864,1
6.78,39.6546,-0.0644088,1
6.8,39.6346,-0.0615716,1
6.82,39.6158,-0.0607908,1
6.84,39.5958,-0.0644088,1
6.86,39.5767,-0.0636339,1
6.88,39.5544,-0.067544,1
6.9,39.5349,-0.0598669,1
6.92,39.5169,-0.0479043,1
6.94,39.4953,-0.0684798,1
6.96,39.4746,-0.0672519,1
6.98,39.4568,-0.0621378,1
7.,39.4347,-0.0624001,1
7.02,39.4147,-0.0625968,1
7.04,39.3955,-0.061059,1
7.06,39.3775,-0.0626445,1
7.08,39.3548,-0.0640452,1
7.1,39.336,-0.0591278,1
7.12,39.3166,-0.0470281,1
7.14,39.2941,-0.0486135,1
7.16,39.2749,-0.064069,1
7.18,39.2571,-0.0493646,1
7.2,39.2368,-0.0610292,1
7.22,39.2162,-0.0581563,1
7.24,39.1961,-0.0515282,1
7.26,39.1751,-0.0606537,1
7.28,39.1549,-0.0560582,1
7.3,39.1362,-0.0595152,1
7.32,39.1163,-0.0470459,1
7.34,39.0966,-0.0588596,1
7.36,39.0763,-0.0547528,1
7.38,39.0558,-0.061816,1
7.4,39.0344,-0.059849,1
7.42,39.0168,-0.0453413,1
7.44,38.996,-0.0466883,1
7.46,38.975,-0.0605881,1
7.48,38.9564,-0.0565171,1
7.5,38.9367,-0.0499249,1
7.52,38.9139,-0.0439465,1
7.54,38.8955,-0.0520706,1
7.56,38.8765,-0.0416636,1
7.58,38.8537,-0.0576615,1
7.6,38.8354,-0.0575483,1
7.62,38.8175,-0.0449896,1
7.64,38.796,-0.0438213,1
7.66,38.7733,-0.0493407,1
7.68,38.7555,-0.0498772,1
7.7,38.735,-0.046885,1
7.72,38.7152,-0.0469506,1
7.74,38.6957,-0.0357866,1
7.76,38.6769,-0.0437081,1
7.78,38.656,-0.0600815,1
7.8,38.635,-0.0569403,1
7.82,38.6163,-0.0472665,1
7.84,38.5948,-0.0467479,1
7.86,38.5748,-0.0537038,1
7.88,38.5555,-0.0412047,1
7.9,38.5368,-0.0365019,1
7.92,38.5143,-0.0501692,1
7.94,38.4959,-0.0463068,1
7.96,38.4771,-0.0331879,1
7.98,38.455,-0.0527203,1
8.,38.4358,-0.0466287,1
8.02,38.4173,-0.0364482,1
8.04,38.3944,-0.0443101,1
8.06,38.3737,-0.0384569,1
8.08,38.3571,-0.0510871,1
8.1,38.3353,-0.050199,1
8.12,38.3145,-0.0510216,1
8.14,38.2958,-0.0397801,1
8.16,38.2767,-0.0348151,1
8.18,38.255,-0.0393748,1
8.2,38.2347,-0.0381231,1
8.22,38.2175,-0.0452936,1
8.24,38.1942,-0.0365317,1
8.26,38.1745,-0.044024,1
8.28,38.1564,-0.0401318,1
8.3,38.1365,-0.0408292,1
8.32,38.1156,-0.0404894,1
8.34,38.094,-0.0405431,1
8.36,38.0761,-0.0323653,1
8.38,38.0553,-0.0470102,1
8.4,38.0348,-0.0432134,1
8.42,38.0166,-0.0360787,1
8.44,37.996,-0.0341892,1
8.46,37.9745,-0.0440896,1
8.48,37.9569,-0.03075,1
8.5,37.936,-0.0417769,1
8.52,37.9146,-0.045222,1
8.54,37.8967,-0.0357807,1
8.56,37.8763,-0.0253201,1
8.58,37.8546,-0.0268459,1
8.6,37.8356,-0.0278473,1
8.62,37.8166,-0.0318527,1
8.64,37.7956,-0.0394404,1
8.66,37.7759,-0.0432253,1
8.68,37.7563,-0.0357986,1
8.7,37.735,-0.031358,1
8.72,37.7146,-0.0393689,1
8.74,37.6964,-0.0394821,1
8.76,37.6758,-0.0253499,1
8.78,37.6543,-0.024575,1
8.8,37.6348,-0.0299037,1
8.82,37.6162,-0.0447929,1
8.84,37.5962,-0.0316858,1
8.86,37.5754,-0.029093,1
8.88,37.5568,-0.0306368,1
8.9,37.5347,-0.0338614,1
8.92,37.5159,-0.0235081,1
8.94,37.4962,-0.0426173,1
8.96,37.4761,-0.0396729,1
8.98,37.455,-0.0211895,1
9.,37.4356,-0.0319242,1
9.02,37.4163,-0.0263751,1
9.04,37.3954,-0.0341594,1
9.06,37.3753,-0.0283897,1
9.08,37.3572,-0.0324667,1
9.1,37.335,-0.0288785,1
9.12,37.3163,-0.0224173,1
9.14,37.2955,-0.0403821,1
9.16,37.2756,-0.0332654,1
9.18,37.2551,-0.0305653,1
9.2,37.2352,-0.021404,1
9.22,37.2163,-0.034219,1
9.24,37.1956,-0.0368059,1
9.26,37.1757,-0.0193357,1
9.28,37.1568,-0.0348151,1
9.3,37.1359,-0.0181496,1
9.32,37.1162,-0.026834,1
9.34,37.0953,-0.0296175,1
9.36,37.0741,-0.0230551,1
9.38,37.057,-0.0332356,1
9.4,37.0354,-0.0169754,1
9.42,37.015,-0.0283301,1
9.44,36.9958,-0.0336349,1
9.46,36.9765,-0.0325024,1
9.48,36.9555,-0.0180185,1
9.5,36.9348,-0.0176966,1
9.52,36.9173,-0.015825,1
9.54,36.8952,-0.033921,1
9.56,36.8764,-0.0311315,1
9.58,36.856,-0.0152349,1
9.6,36.8361,-0.0130653,1
9.62,36.8137,-0.0257909,1
9.64,36.7988,-0.022459,1
9.66,36.7764,-0.030756,1
9.68,36.7552,-0.0382006,1
9.7,36.7366,-0.0258386,1
9.72,36.7163,-0.00469089,1
9.74,36.6952,-0.0380218,1
9.76,36.675,-0.0211298,1
9.78,36.6573,-0.0134468,1
9.8,36.6348,-0.0218213,1
9.82,36.6157,-0.0276029,1
9.84,36.5966,-0.0164032,1
9.86,36.5763,-0.022155,1
9.88,36.556,-0.0204325,1
9.9,36.5355,-0.0158668,1
9.92,36.516,-0.0136793,1
9.94,36.495,-0.0181198,1
9.96,36.4757,-0.0224471,1
9.98,36.4565,-0.0328839,1
10.,36.4335,-0.0214458,1
10.02,36.4151,-0.0230789,1
10.04,36.3975,-0.0106573,1
10.06,36.3744,-0.0274479,1
10.08,36.3554,-0.0304937,1
10.1,36.3371,-0.0124335,1
10.12,36.3154,-0.0244081,1
10.14,36.2954,-0.0273347,1
10.16,36.2753,-0.0212193,1
10.18,36.256,-0.0147521,1
10.2,36.2356,-0.0216722,1
10.22,36.2138,-0.0113845,1
10.24,36.1958,-0.0180304,1
10.26,36.1742,-0.0154674,1
10.28,36.1543,-0.0215769,1
10.3,36.1355,-0.0103593,1
10.32,36.1153,-0.0131845,1
10.34,36.0956,-0.0143588,1
10.36,36.0766,-0.0152707,1
10.38,36.0569,-0.00377893,1
10.4,36.0353,-0.005126,1
10.42,36.0144,-0.00522137,1
10.44,35.9973,-0.0159979,1
10.46,35.975,-0.0103176,1
10.48,35.9558,-0.00784993,1
10.5,35.9373,-0.00809431,1
10.52,35.9139,-0.00914931,1
10.54,35.8962,-0.00816584,1
10.56,35.8753,-0.00367165,1
10.58,35.8584,-0.00527501,1
10.6,35.8348,-0.00156164,1
10.62,35.816,0.572205E-3,1
10.64,35.7975,-0.0119805,1
10.66,35.7749,-0.0185311,1
10.68,35.7565,-0.0121295,1
10.7,35.7375,-0.00607371,1
10.72,35.7159,-0.0140309,1
10.74,35.6935,-0.0174344,1
10.76,35.6772,-0.0127971,1
10.78,35.6576,0.0101328,1
10.8,35.6354,-0.00183582,1
10.82,35.6144,-0.00848174,1
10.84,35.5972,-0.00709295,1
10.86,35.5765,-0.00883937,1
10.88,35.5564,-0.0131428,1
10.9,35.5364,-0.00126958,1
10.92,35.5164,0.00175238,1
10.94,35.4956,-0.00917912,1
10.96,35.4764,-0.00120997,1
10.98,35.4578,-0.00201464,1
11.,35.434,-0.0146091,1
11.02,35.4157,-0.482798E-3,1
11.04,35.3972,0.405312E-3,1
11.06,35.3746,0.00329018,1
11.08,35.3558,-0.010848,1
11.1,35.3364,0.00829697,1
11.12,35.3148,0.00690222,1
11.14,35.295,-0.00870824,1
11.16,35.2751,-0.008744,1
11.18,35.2563,0.0150204,1
11.2,35.2347,-0.238419E-3,1
11.22,35.2171,0.013566,1
11.24,35.1956,-0.00613332,1
11.26,35.175,-0.00913739,1
11.28,35.1571,0.00298023,1
11.3,35.1345,-0.00305176,1
11.32,35.115,0.00480413,1
11.34,35.0982,0.00379086,1
11.36,35.0735,-0.0104666,1
11.38,35.0556,0.00447035,1
11.4,35.037,0.0122309,1
11.42,35.0162,-0.00579953,1
11.44,34.9959,-0.00296831,1
11.46,34.9746,-0.00361204,1
11.48,34.9569,0.00573397,1
11.5,34.9357,0.00200272,1
11.52,34.9144,-0.00565648,1
11.54,34.8981,-0.00303388,1
11.56,34.8757,-0.00429153,1
11.58,34.855,-0.00513792,1
11.6,34.8362,-0.00122786,1
11.62,34.817,0.00507832,1
11.64,34.7962,0.00309944,1
11.66,34.7754,-0.00663996,1
11.68,34.7565,0.0139356,1
11.7,34.7361,-0.0126839,1
11.72,34.7151,-0.0101924,1
11.74,34.6957,-0.00340343,1
11.76,34.6742,-0.00701547,1
11.78,34.6554,0.0100851,1
11.8,34.6375,0.00876188,1
11.82,34.6152,-0.00844002,1
11.84,34.595,-0.00107884,1
11.86,34.5763,0.00165701,1
11.88,34.5564,0.00509024,1
11.9,34.5364,-0.00300407,1
11.92,34.5143,-0.00125766,1
11.94,34.496,0.007236,1
11.96,34.476,0.0124216,1
11.98,34.4539,-0.0110984,1
12.,34.4374,-0.0023663,1
12.02,34.4166,0.00616312,1
12.04,34.3942,-0.00684261,1
12.06,34.376,-0.00857711,1
12.08,34.3556,-0.00620484,1
12.1,34.3358,0.00654459,1
12.12,34.316,0.0030756,1
12.14,34.2965,-0.00714064,1
12.16,34.276,-0.00210404,1
12.18,34.2568,0.00597239,1
12.2,34.2358,-0.00470877,1
12.22,34.2159,0.00640154,1
12.24,34.1961,-0.00849962,1
12.26,34.1763,0.00158548,1
12.28,34.156,0.0108719,1
12.3,34.1354,-0.00414252,1
12.32,34.1158,0.77486E-3,1
12.34,34.0962,-0.00296831,1
12.36,34.0752,-0.00613928,1
12.38,34.0574,0.0145435,1
12.4,34.0358,0.0105977,1
12.42,34.0158,-0.756979E-3,1
12.44,33.9957,-0.0247359,1
12.46,33.9771,-0.00666976,1
12.48,33.9571,-0.0071764,1
12.5,33.9342,-0.0100017,1
12.52,33.9161,0.476837E-3,1
12.54,33.8958,0.00741482,1
12.56,33.8755,-0.00104904,1
12.58,33.8557,-0.00271797,1
12.6,33.8365,0.00684261,1
12.62,33.8166,-0.00397563,1
12.64,33.7942,-0.0103414,1
12.66,33.777,-0.0101805,1
12.68,33.757,0.00534058,1
12.7,33.7355,-0.00405312,1
12.72,33.7163,-0.00716448,1
12.74,33.6957,-0.864267E-3,1
12.76,33.6745,0.00288486,1
12.78,33.6559,-0.00658035,1
12.8,33.638,0.00777245,1
